serial_num,price,alpha
420,19263.45668,-0.524466988
421,19158.90801,-0.638791708
422,19112.56042,-0.021927401
423,19042.54622,0.073835905
424,19241.96037,-0.25338602
425,18912.33304,-0.278488707
426,18835.88144,-0.610531198
427,18766.27066,-1.085348624
428,18912.19264,0.566404014
429,18810.01642,-0.12183024
430,18759.75065,0.629304663
431,18924.87659,0.624791119
432,19147.86819,1.340478844
433,18996.46252,0.563717504
434,18966.08073,0.431870039
435,19316.62944,-0.15571359
436,19058.72264,0.384557239
437,18920.65042,-0.869873229
438,19118.3423,-0.216924269
439,19296.70685,-0.254702312
440,19247.19161,-0.010834977
441,19361.9434,0.197562952
442,19052.75096,-1.118748159
443,19206.10025,-1.222129906
444,19052.65157,-0.514895873
445,18913.99125,0.534507581
446,18881.81875,-0.998695436
447,18856.66393,-0.336245212
448,18971.27585,0.92588978
449,19193.21424,-0.113811396
450,19013.19098,-0.322478377
451,18989.24917,-0.937659345
452,19107.2458,0.160733865
453,19014.36003,-1.2690328
454,19187.50395,0.263880075
455,19150.43647,-0.268867693
456,18818.4663,0.287418117
457,18402.60604,-0.537364375
458,18444.73334,-0.264593032
459,18854.62212,0.284969359
460,18510.62553,-0.365982758
461,18713.0583,-0.203449527
462,18518.12418,0.552145133
463,18751.9773,1.04444934
464,18942.90467,-0.633710593
465,19241.44604,-0.26916085
466,18765.91415,0.046289338
467,18886.61232,-1.024341558
468,18961.42542,0.990251679
469,18899.97186,0.397774929
470,18922.36855,-0.983390112
471,18486.46034,-0.678805609
472,18434.38709,-0.425405968
473,18547.24648,0.166544203
474,19003.09253,0.08514965
475,19007.48495,-0.824059284
476,19277.59738,0.361013188
477,19399.58464,1.129456946
478,19599.35711,-0.305114513
479,19805.60886,-0.416010472
480,19768.81725,0.042100322
481,19596.48426,-0.309444068
482,20002.66729,0.696477768
483,19846.05326,-0.201036739
484,19797.29777,-0.416645452
485,19929.67162,0.385718238
486,19742.06791,-0.46475039
487,19650.1008,-0.850408413
488,19533.34405,0.332218403
489,19766.49018,0.477672258
490,19930.32739,0.479804786
491,19785.79447,-0.274314944
492,19507.8805,0.242897019
493,19618.90661,-0.108798666
494,19868.70167,-0.304705211
495,19621.44918,-0.660072775
496,19209.94472,0.584683682
497,19374.57005,1.783574806
498,19519.22317,-0.054653016
499,19183.85171,0.754836589
500,19116.62926,0.256597873
501,19113.80403,0.061809052
502,19021.52159,0.380649312
503,19058.58347,-0.741571885
504,19320.65582,-0.473483811
505,19449.80434,0.563954167
506,18833.35454,0.379248729
507,19024.04835,0.010497748
508,18903.54065,-0.614211984
509,18906.15448,0.383822967
510,19087.02122,-0.670597538
511,19146.75855,0.186559607
512,19373.41166,0.429655944
513,19700.23414,-0.238915929
514,19437.83726,-0.569941082
515,19559.8296,-0.151664081
516,19760.11223,-0.34744152
517,19849.00024,0.568368682
518,19643.68031,-0.164881228
519,19711.02098,-1.141183728
520,19618.57144,-0.728572751
521,19466.82918,0.482851498
522,19573.29147,0.86723495
523,19752.52898,-0.874105924
524,19838.23097,-0.668142598
525,19518.54506,0.044142997
526,19975.26775,-0.152963888
527,20082.69638,0.786584253
528,19873.48121,-0.375391795
529,19791.10747,-1.035999239
530,19901.19894,-0.36695093
531,19604.27078,0.112393403
532,19663.35919,-0.243538344
533,19404.38173,-0.699222635
534,19537.27492,-0.292697617
535,19541.23581,-0.363332195
536,19570.40719,-0.468361433
537,19691.77204,1.017788525
538,20015.34176,0.584708134
539,20087.65839,0.729215542
540,19918.97793,1.553105282
541,19906.70111,-0.852203264
542,20299.98882,-0.194986259
543,20519.28158,-0.207137678
544,20385.78699,0.368572056
545,20236.47412,-0.529809255
546,20415.96908,-0.195302364
547,20282.84049,-0.388220892
548,20246.68945,1.007516012
549,20552.45587,-1.433368279
550,20492.80462,-0.455373624
551,20622.30271,-0.646264078
552,20950.55393,0.585550159
553,20697.02038,-0.337220862
554,20754.28503,-0.454572818
555,20818.89561,-0.678019109
556,20821.26473,0.707863078
557,20973.09297,0.508949999
558,20821.41496,0.277485625
559,20953.68665,-0.498497791
560,21824.31943,0.661528193
561,21852.96421,-0.794426596
562,22114.52595,0.070915353
563,21970.12299,0.548644416
564,22180.66441,0.169182114
565,21947.71455,0.034192697
566,22134.92062,-0.620358159
567,22075.78177,0.915437927
568,22337.65091,-1.101364293
569,22572.20392,-0.196249942
570,22295.96287,0.9043005
571,22809.4845,0.024324116
572,22634.80701,-0.05242881
573,22820.90413,0.546396281
574,22396.00621,0.224052392
575,22440.90811,-0.924834119
576,22458.65705,0.392393926
577,22566.46845,-0.441456585
578,22813.54583,0.676950036
579,22697.95324,-0.066732827
580,22376.8033,0.088935311
581,22258.24904,1.216351203
582,22450.75163,-0.084808715
583,22534.87912,-0.171630528
584,22621.10101,-0.070534546
585,22251.29111,0.852830549
586,22368.57655,0.173670773
587,22365.84724,-0.178376425
588,22323.4923,0.23181004
589,22136.72463,-0.149769309
590,22041.7538,1.517444533
591,22542.46873,0.027343784
592,22742.04489,0.589379896
593,23378.14025,-0.222418479
594,23475.30308,0.108901252
595,23886.50391,0.365356162
596,23875.95164,-0.007095718
597,24263.53502,-0.102892648
598,24423.2884,0.485341924
599,24785.08703,0.899162315
600,24519.76042,-0.184318874
601,24289.27867,0.143145145
602,24287.19803,0.364789975
603,24342.01229,-0.384704971
604,24396.52931,-0.311085418
605,23822.22945,0.581530881
606,23677.80154,0.058357149
607,23417.50009,-0.685091667
608,23749.00036,-0.361732357
609,23990.09957,0.776496405
610,23341.64895,0.030503046
611,23468.42205,0.060487256
612,23344.63122,0.63141525
613,23693.24591,-0.395874638
614,23796.3289,0.239981527
615,23864.5862,-0.451548735
616,23945.67356,0.113130388
617,23882.20534,1.178471642
618,23740.13039,-0.312412047
619,23842.7955,-0.145792722
620,23676.36022,-0.102692432
621,23944.21693,-0.437998184
622,24092.93187,-0.115650639
623,24054.22012,0.404511841
624,23829.17792,-0.33845763
625,24351.64648,1.791023506
626,24302.48825,0.622850868
627,24300.04505,-0.041448229
628,24241.8082,0.190722551
629,24129.02794,0.02728881
630,23995.67527,-0.443877676
631,24338.16754,1.136139582
632,24549.79367,-0.172928105
633,24831.68794,0.464134758
634,25156.47763,-0.235122205
635,25293.6529,0.188873497
636,25608.05186,0.111791779
637,25261.9782,-0.36373703
638,25038.99962,0.009533143
639,24853.47247,0.122563153
640,25108.77091,0.382305735
641,25405.63524,0.231923421
642,25167.01823,0.026279254
643,25439.22438,0.513038873
644,25162.14995,0.462843194
645,24912.43293,-0.725633166
646,24485.89774,-0.727654512
647,24917.97335,0.89548443
648,24785.07241,0.163561904
649,25007.38292,0.207363081
650,24535.52326,-0.643411661
651,24401.59043,-0.455273732
652,24168.14556,-0.364473677
653,24403.66225,-0.625105903
654,24495.85656,-0.071480764
655,24156.09643,-1.02020073
656,23642.26437,0.003914358
657,23635.43518,0.616168115
658,23421.90668,-0.173027806
659,23305.57041,0.140681338
660,23303.61077,-0.244933163
661,23232.65806,0.221726275
662,22690.8464,0.328318388
663,22909.70575,0.11721969
664,22933.36485,0.967600314
665,22901.48535,-0.225926508
666,22599.61958,-1.255409171
667,22489.7518,-0.338105405
668,21604.14491,-0.09607207
669,21761.57906,0.540691721
670,21693.34912,1.18199175
671,21802.78432,-0.002345148
672,21645.48354,0.260685625
673,21652.83947,-0.038960242
674,21498.68045,-0.096873526
675,21394.84105,-0.499456676
676,21772.44274,0.657140615
677,21707.4657,-0.176442024
678,21375.79838,0.149465754
679,21599.84307,0.118903854
680,21394.50932,-0.729676405
681,21032.33932,-0.350582924
682,20919.76056,-1.179863167
683,20702.35457,-0.415821331
684,20641.5499,-0.665139536
685,20550.57957,-0.163606342
686,20513.6583,-0.889595102
687,20291.57773,0.109985392
688,20377.93097,-0.366634182
689,20669.7217,0.153167778
690,20719.76173,0.339087352
691,21092.46028,0.202817459
692,21234.99444,0.323241705
693,21117.17989,0.381505638
694,20925.65456,-1.073381081
695,20848.63961,0.153380178
696,20773.44754,-0.170711151
697,20738.00351,-0.651975597
698,20922.21302,0.248230069
699,20661.41933,0.798997817
700,20828.69672,-0.523365835
701,20889.65743,-0.551975634
702,21036.75222,-0.222971453
703,21049.14418,0.703811308
704,20836.61712,-0.229096009
705,20595.16461,-0.196010447
706,20705.02673,0.31128688
707,20486.7,1.095501924
708,20409.11797,-0.988664319
709,20214.75097,0.647985261
710,20243.72047,-0.56239112
711,20412.6862,0.417143823
712,20280.71668,-0.537565457
713,20106.80863,-0.360570538
714,20352.94721,0.058313352
715,20799.62278,0.058695779
716,20829.56916,-0.23054443
717,20805.07815,-0.603234285
718,20847.30573,-0.56423681
719,20441.83717,-0.258239939
720,20543.82116,0.3060912
721,20357.22585,0.331184874
722,20074.88497,0.394328112
723,19852.32478,0.067249304
724,19683.58288,-1.051660104
725,19824.71989,0.934457138
726,19888.28597,-0.53479573
727,19864.12461,-0.753863993
728,20131.99802,0.694905105
729,20071.69284,0.048087588
730,20084.48709,-0.168636644
731,19843.57236,-0.295600654
732,19856.44808,0.286626724
733,19692.21955,1.611837873
734,19500.28349,-1.176336624
735,19575.49286,0.818744565
736,19417.85778,1.520342171
737,19713.28161,-1.209754819
738,19548.7803,0.455882955
739,19463.68048,0.567160961
740,19599.38944,0.192791566
741,19643.20958,0.699490918
742,19264.4569,0.551840443
743,19127.21264,-0.401990087
744,19022.04189,-0.606130694
745,18920.03457,-0.647494937
746,19181.33502,0.177242471
747,19043.25217,0.350252889
748,19120.77385,0.342808359
749,18750.25326,0.222087872
750,19029.82982,0.351712045
751,18976.306,0.13172818
752,19129.21268,0.037508371
753,19029.18878,-0.390282368
754,18973.18625,-0.334220753
755,19084.04819,0.689945626
756,18968.60345,0.783081883
757,18697.12662,0.491585393
758,19028.16128,-0.622226669
759,18922.40206,-0.404714528
760,18847.3987,0.659886546
761,19075.81159,1.300321326
762,19546.05769,-0.1102812
763,19749.9588,0.631747623
764,19650.13761,-0.014067672
765,19808.16648,-0.237676507
766,19607.88461,0.098700516
767,19769.2624,0.219303198
768,19926.28255,-0.289817106
769,20114.70388,-0.05774754
770,19913.44058,-0.070070535
771,19980.85949,-0.185068075
772,19850.64025,0.828911295
773,19751.38951,0.548846619
774,19990.43665,-0.417175437
775,20102.29655,0.402289437
776,20332.39905,-0.454178174
777,20415.16338,-0.245449245
778,20556.43201,0.705028269
779,20720.44696,-0.640108901
780,20879.63652,0.280468164
781,20467.25498,0.781592328
782,20418.54878,0.011108461
783,20415.88431,-0.961482989
784,20304.62236,-0.293766366
785,20134.83461,-0.507539166
786,20149.1807,0.536715402
787,20513.44946,-0.483690019
788,20415.63115,0.288870241
789,20345.34038,-0.420379637
790,20782.23983,0.422338293
791,20742.78022,-0.245892248
792,20536.30231,-0.352396234
793,20422.21861,1.04742641
794,20617.53361,-0.097765297
795,20754.39512,-0.246531469
796,20963.41189,0.357763625
797,20750.43102,-0.619270064
798,21083.18596,0.528795477
799,21176.22998,-0.487237062
800,20796.93497,-0.466149054
801,20414.89964,0.476449628
802,20329.48945,0.231127527
803,20465.9447,-0.828136927
804,20328.17428,0.649248237
805,20387.82841,-0.712717245
806,20471.49663,0.586236126
807,20444.04435,0.758744619
808,20309.56262,0.1542621
809,20290.66256,-0.279392735
810,20424.40576,-0.465563798
811,20422.70995,0.186636709
812,19964.34687,0.282814213
813,20175.14007,-0.188326653
814,20082.91813,0.384934208
815,19610.37486,0.995175634
816,19451.8356,0.206892797
817,19603.73303,-0.909912579
818,19850.6123,0.881335137
819,19973.11359,0.306783083
820,19958.40574,-0.106461061
821,19965.64163,-0.030568266
822,20200.11079,-0.150118437
823,20299.84971,0.790474567
824,20151.01007,-0.492390009
825,20019.25189,0.336450706
826,20046.31576,0.031538132
827,19920.79631,-0.358790793
828,20158.98773,0.009358608
829,19810.29202,0.527807455
830,19565.58122,0.030310528
831,19586.34734,0.942990002
832,19621.04105,0.338444583
833,19805.24712,0.087763372
834,19868.1871,-0.21261844
835,20148.43689,0.223316258
836,19780.58058,-0.664934906
837,19935.23549,-0.814970222
838,19955.30766,-0.224022126
839,19827.48043,-1.087829238
840,19547.47124,0.505316592
841,19265.47005,0.316563857
842,19690.7706,0.119414059
843,19518.19012,0.63326475
844,19618.68723,0.303423375
845,19378.6671,0.632786492
846,19337.35944,-0.475845913
847,19494.57926,0.202495369
848,19759.13591,0.144299731
849,19819.51666,-0.643666356
850,19481.6798,-0.387766349
851,19745.88638,-0.102380233
852,19901.11085,0.271448207
853,19998.98926,-0.488431301
854,19729.004,-0.549438993
855,19751.04422,0.277857271
856,19921.60855,-0.044440353
857,19933.32469,-0.666520056
858,19932.62735,0.7755779
859,20196.1184,-0.295989646
860,20236.51635,0.414290044
861,20553.64499,0.210908446
862,20505.17877,-0.757744046
863,20841.32678,0.328262748
864,20984.11338,0.171378159
865,20893.01337,0.023850026
866,20730.58976,-0.204884733
867,20582.07503,-0.242543536
868,20405.10759,0.867093804
869,20578.36871,0.73994041
870,20797.69707,0.827498429
871,21123.98896,1.333193389
872,21596.81808,0.161059743
873,21886.7482,0.097666432
874,22022.02461,0.241094796
875,21906.72125,0.246962723
876,21953.55088,0.474311451
877,21947.83524,-1.092402551
878,22051.55923,-0.432233529
879,22212.28015,0.517288536
880,22480.3933,-0.293572152
881,22082.89943,-0.394628201
882,22257.49494,-0.496974237
883,22253.86617,-0.539622273
884,21843.7735,0.410404912
885,21673.33807,-1.214305411
886,21474.22837,-0.375654491
887,21270.09805,0.135215948
888,21099.05999,-0.641548502
889,21172.20914,0.241028344
890,21347.4896,0.382481331
891,20872.21374,0.455306963
892,20670.97117,-0.121024483
893,20389.25398,0.588093763
894,20630.82286,0.433185775
895,20718.52568,-0.479767202
896,20689.91447,-0.299970558
897,20521.13294,1.327034411
898,20285.26017,1.167253205
899,20571.65138,-0.154080569
900,20716.83598,-0.330930149
901,20390.20162,-0.651605742
902,20512.27659,0.837792126
903,20599.31149,-0.9730612
904,20329.77536,0.371518902
905,20261.19394,0.759008972
906,20493.74941,-1.003787044
907,20200.03952,0.144905091
908,19845.75589,0.111257687
909,20200.96035,-0.568874921
910,20252.8738,0.388805803
911,19559.03899,0.194979961
912,19151.4166,0.107942589
913,19063.36664,-0.040102937
914,19181.61391,-0.807412734
915,19045.98654,0.907817086
916,19177.69925,-1.279997143
917,19401.91936,-0.606555221
918,19287.25315,0.602803196
919,19727.73771,1.058341767
920,19568.72272,0.437408442
921,19459.41091,0.355025497
922,19673.52515,0.465406641
923,19487.26755,0.406426115
924,19690.97437,0.828044987
925,20033.62226,0.48219861
926,20262.93299,-0.004215404
927,20034.43452,0.821346053
928,19757.77913,-0.569054288
929,19556.31928,-0.991289492
930,19199.14589,-0.504120018
931,19483.13688,0.403045552
932,19564.70279,0.261082168
933,19696.71036,0.491062901
934,19569.51927,1.340039877
935,19581.57284,0.544381202
936,19526.47001,-0.021632039
937,19459.70918,-0.086094901
938,19276.43931,0.103928562
939,19476.92522,-0.027729381
940,19530.41918,0.249234471
941,19332.97064,0.373447604
942,19389.60288,0.016661664
943,19506.283,0.807900018
944,19528.53367,0.018639512
945,19675.27403,0.03080756
946,19762.16068,0.22338231
947,19799.94363,0.026679226
948,19923.29167,0.836569447
949,20355.83582,0.52809758
950,20157.01416,-0.049962869
951,20308.91344,-0.283506683
952,19935.13275,-0.752172904
953,19762.94823,0.281851233
954,20252.25129,-0.771708783
955,20285.25536,0.139289152
956,20244.04739,-0.574776968
957,20274.09562,-0.728778462
958,20193.94557,0.868881069
959,20083.8983,-0.438679334
960,20089.18345,0.457519058
961,20165.66581,0.61850361
962,20290.62003,-0.592770353
963,20127.52217,-0.087416955
964,20019.85099,-0.106557577
